"entity"	"name"	"label"	"dataType"	"refEntity"	"nillable"	"idAttribute"	"enumOptions"	"defaultValue"	"rangeMin"	"rangeMax"	"lookupAttribute"	"labelAttribute"	"readOnly"	"aggregateable"	"visible"	"unique"	"partOfAttribute"	"expression"	"validationExpression"	"tags"	"description"	"mappedBy"	"description-de"	"label-de"	"description-en"	"label-en"	"description-es"	"label-es"	"description-fr"	"label-fr"	"description-it"	"label-it"	"description-nl"	"label-nl"	"description-pt"	"label-pt"	"description-xx"	"label-xx"
"oa_trialbank_studies"	"type_interventions"	"Type of intervention(s)"	"mref"	"oa_trialbank_intervention_type"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"type_control_interventions"	"Type of control intervention(s)"	"mref"	"oa_trialbank_intervention_type"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"type_oa"	"Type of OA"	"categorical_mref"	"oa_trialbank_type"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"womac_pain"	"Womac pain"	"categorical_mref"	"oa_trialbank_outcome_tp"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"womac_physical_func"	"Womac physical functioning"	"categorical_mref"	"oa_trialbank_outcome_tp"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"womac_stiffness"	"Womac Stiffness"	"categorical_mref"	"oa_trialbank_outcome_tp"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"womac_total"	"Womac total"	"categorical_mref"	"oa_trialbank_outcome_tp"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"pain_vas"	"Pain (VAS)"	"categorical_mref"	"oa_trialbank_outcome_tp"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"global_status"	"Global status"	"categorical_mref"	"oa_trialbank_outcome_tp"	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"subgroup_variables_present"	"Subgroup variables present"	"compound"	""	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	""			""		""																
"oa_trialbank_studies"	"age"	"Age"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"gender"	"Gender"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"bmi"	"BMI"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"xray_severity_scores"	"X-ray severity scores"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"mri_severity_scores"	"MRI severity scores"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"ultrasound"	"Ultrasound"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"biochemical_markers"	"Biochemical markers"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"signs_of_inflammation"	"Signs of inflammation"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"range_of_motion"	"Range of motion"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"previous_injury"	"Previous injury"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"pain_sensitisation"	"Characteristics of pain sensitisation"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"comorbidities"	"Co-morbidities"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"other"	"Other"	"categorical"	"oa_trialbank_yesno"	"false"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_studies"	"other_specification"	"Other (specification)"	"text"	""	"true"	"false"					"false"	"false"	"false"	"false"	"true"	"false"	"subgroup_variables_present"			""		""																
"oa_trialbank_type"	"id"	"ID"	"string"	""	"false"	"AUTO"					"false"	"false"	"true"	"false"	"false"	"true"	""			""		""																
"oa_trialbank_type"	"type"	"Type of OA"	"string"	""	"false"	"false"					"true"	"true"	"false"	"false"	"true"	"true"	""			""		""																
"oa_trialbank_yesno"	"id"	"ID"	"string"	""	"false"	"true"					"false"	"false"	"true"	"false"	"false"	"true"	""			""		""																
"oa_trialbank_yesno"	"label"	"yesno"	"string"	""	"false"	"false"					"true"	"true"	"false"	"false"	"true"	"true"	""			""		""																
