"id"	"label"	"ontology"	"uri"	"description"
"ORPHA:1035"	"Beta-mercaptolactate cysteine disulfiduria"	"orphanet"	"https://identifiers.org/orphanet:1035"	
"ORPHA:1037"	"Arthrogryposis multiplex congenita"	"orphanet"	"https://identifiers.org/orphanet:1037"	
"ORPHA:103910"	"Congenital enterocyte heparan sulfate deficiency"	"orphanet"	"https://identifiers.org/orphanet:103910"	
"ORPHA:104"	"Leber hereditary optic neuropathy"	"orphanet"	"https://identifiers.org/orphanet:104"	
"ORPHA:1040"	"Metaphyseal anadysplasia"	"orphanet"	"https://identifiers.org/orphanet:1040"	
"ORPHA:1041"	"Hydrops fetalis"	"orphanet"	"https://identifiers.org/orphanet:1041"	
"ORPHA:1046"	"Lethal hemolytic anemia-genital anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:1046"	
"ORPHA:1048"	"Isolated anencephaly/exencephaly"	"orphanet"	"https://identifiers.org/orphanet:1048"	
"ORPHA:1052"	"Mosaic variegated aneuploidy syndrome"	"orphanet"	"https://identifiers.org/orphanet:1052"	
"ORPHA:1053"	"Vein of Galen aneurysm"	"orphanet"	"https://identifiers.org/orphanet:1053"	
"ORPHA:1054"	"Aneurysm of sinus of Valsalva"	"orphanet"	"https://identifiers.org/orphanet:1054"	
"ORPHA:1055"	"Fetal left ventricular aneurysm"	"orphanet"	"https://identifiers.org/orphanet:1055"	
"ORPHA:1059"	"Blue rubber bleb nevus"	"orphanet"	"https://identifiers.org/orphanet:1059"	
"ORPHA:1062"	"Hereditary neurocutaneous malformation"	"orphanet"	"https://identifiers.org/orphanet:1062"	
"ORPHA:1064"	"Aniridia-renal agenesis-psychomotor retardation syndrome"	"orphanet"	"https://identifiers.org/orphanet:1064"	
"ORPHA:1065"	"Aniridia-cerebellar ataxia-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:1065"	
"ORPHA:1067"	"Aniridia-ptosis-intellectual disability-familial obesity syndrome"	"orphanet"	"https://identifiers.org/orphanet:1067"	
"ORPHA:1068"	"Aniridia-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:1068"	
"ORPHA:1069"	"Aniridia-absent patella syndrome"	"orphanet"	"https://identifiers.org/orphanet:1069"	
"ORPHA:107"	"BOR syndrome"	"orphanet"	"https://identifiers.org/orphanet:107"	
"ORPHA:1071"	"Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome"	"orphanet"	"https://identifiers.org/orphanet:1071"	
"ORPHA:1072"	"Ankyloblepharon filiforme adnatum-cleft palate syndrome"	"orphanet"	"https://identifiers.org/orphanet:1072"	
"ORPHA:1074"	"Ankyloblepharon filiforme adnatum-imperforate anus syndrome"	"orphanet"	"https://identifiers.org/orphanet:1074"	
"ORPHA:1077"	"Dental ankylosis"	"orphanet"	"https://identifiers.org/orphanet:1077"	
"ORPHA:1078"	"Thumb stiffness-brachydactyly-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:1078"	
"ORPHA:108"	"Babesiosis"	"orphanet"	"https://identifiers.org/orphanet:108"	
"ORPHA:109"	"Bannayan-Riley-Ruvalcaba syndrome"	"orphanet"	"https://identifiers.org/orphanet:109"	
"ORPHA:1092"	"Renal-genital-middle ear anomalies"	"orphanet"	"https://identifiers.org/orphanet:1092"	
"ORPHA:1094"	"Anonychia-microcephaly syndrome"	"orphanet"	"https://identifiers.org/orphanet:1094"	
"ORPHA:11"	"Pentasomy X"	"orphanet"	"https://identifiers.org/orphanet:11"	
"ORPHA:110"	"Bardet-Biedl syndrome"	"orphanet"	"https://identifiers.org/orphanet:110"	
"ORPHA:1101"	"Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:1101"	
"ORPHA:1104"	"Anophthalmia plus syndrome"	"orphanet"	"https://identifiers.org/orphanet:1104"	
"ORPHA:1106"	"Microphthalmia with limb anomalies"	"orphanet"	"https://identifiers.org/orphanet:1106"	
"ORPHA:111"	"Barth syndrome"	"orphanet"	"https://identifiers.org/orphanet:111"	
"ORPHA:1110"	"Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:1110"	
"ORPHA:1112"	"Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome"	"orphanet"	"https://identifiers.org/orphanet:1112"	
"ORPHA:1113"	"Aphalangy-syndactyly-microcephaly syndrome"	"orphanet"	"https://identifiers.org/orphanet:1113"	
"ORPHA:1114"	"Aplasia cutis congenita"	"orphanet"	"https://identifiers.org/orphanet:1114"	
"ORPHA:1115"	"Recessive aplasia cutis congenita of limbs"	"orphanet"	"https://identifiers.org/orphanet:1115"	
"ORPHA:1116"	"Aplasia cutis congenita-intestinal lymphangiectasia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1116"	
"ORPHA:1117"	"Aplasia cutis-myopia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1117"	
"ORPHA:1118"	"Fibular aplasia-ectrodactyly syndrome"	"orphanet"	"https://identifiers.org/orphanet:1118"	
"ORPHA:112"	"Bartter syndrome"	"orphanet"	"https://identifiers.org/orphanet:112"	
"ORPHA:1120"	"Lung agenesis-heart defect-thumb anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:1120"	
"ORPHA:1122"	"Ulnar hypoplasia-split foot syndrome"	"orphanet"	"https://identifiers.org/orphanet:1122"	
"ORPHA:1129"	"Arachnodactyly-abnormal ossification-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:1129"	
"ORPHA:113"	"Bazex-Dupré-Christol syndrome"	"orphanet"	"https://identifiers.org/orphanet:113"	
"ORPHA:1131"	"X-linked mandibulofacial dysostosis"	"orphanet"	"https://identifiers.org/orphanet:1131"	
"ORPHA:1132"	"Aortic arch defects"	"orphanet"	"https://identifiers.org/orphanet:1132"	
"ORPHA:1133"	"AREDYLD syndrome"	"orphanet"	"https://identifiers.org/orphanet:1133"	
"ORPHA:1134"	"Isolated arrhinia"	"orphanet"	"https://identifiers.org/orphanet:1134"	
"ORPHA:1135"	"Arrhinia-choanal atresia-microphthalmia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1135"	
"ORPHA:114"	"Auriculoosteodysplasia"	"orphanet"	"https://identifiers.org/orphanet:114"	
"ORPHA:1143"	"Neurogenic arthrogryposis multiplex congenita"	"orphanet"	"https://identifiers.org/orphanet:1143"	
"ORPHA:1144"	"Arthrogryposis-like hand anomaly-sensorineural deafness syndrome"	"orphanet"	"https://identifiers.org/orphanet:1144"	
"ORPHA:1145"	"Infantile-onset X-linked spinal muscular atrophy"	"orphanet"	"https://identifiers.org/orphanet:1145"	
"ORPHA:1146"	"Digitotalar dysmorphism"	"orphanet"	"https://identifiers.org/orphanet:1146"	
"ORPHA:1147"	"Sheldon-Hall syndrome"	"orphanet"	"https://identifiers.org/orphanet:1147"	
"ORPHA:1149"	"Arthrogryposis-like syndrome"	"orphanet"	"https://identifiers.org/orphanet:1149"	
"ORPHA:115"	"Congenital contractural arachnodactyly"	"orphanet"	"https://identifiers.org/orphanet:115"	
"ORPHA:1150"	"Arthrogryposis multiplex congenita-whistling face syndrome"	"orphanet"	"https://identifiers.org/orphanet:1150"	
"ORPHA:1154"	"Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:1154"	
"ORPHA:1159"	"Progressive pseudorheumatoid arthropathy of childhood"	"orphanet"	"https://identifiers.org/orphanet:1159"	
"ORPHA:116"	"Beckwith-Wiedemann syndrome"	"orphanet"	"https://identifiers.org/orphanet:116"	
"ORPHA:1160"	"Chylous ascites"	"orphanet"	"https://identifiers.org/orphanet:1160"	
"ORPHA:1164"	"Allergic bronchopulmonary aspergillosis"	"orphanet"	"https://identifiers.org/orphanet:1164"	
"ORPHA:1166"	"Congenital unilateral hypoplasia of depressor anguli oris"	"orphanet"	"https://identifiers.org/orphanet:1166"	
"ORPHA:1167"	"Facial asymmetry-temporal seizures syndrome"	"orphanet"	"https://identifiers.org/orphanet:1167"	
"ORPHA:1168"	"Ataxia-oculomotor apraxia type 1"	"orphanet"	"https://identifiers.org/orphanet:1168"	
"ORPHA:117"	"Behçet disease"	"orphanet"	"https://identifiers.org/orphanet:117"	
"ORPHA:1170"	"Autosomal recessive cerebelloparenchymal disorder type 3"	"orphanet"	"https://identifiers.org/orphanet:1170"	
"ORPHA:1171"	"Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome"	"orphanet"	"https://identifiers.org/orphanet:1171"	
"ORPHA:1173"	"Cerebellar ataxia-hypogonadism syndrome"	"orphanet"	"https://identifiers.org/orphanet:1173"	
"ORPHA:1174"	"Cerebellar ataxia-ectodermal dysplasia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1174"	
"ORPHA:1175"	"X-linked progressive cerebellar ataxia"	"orphanet"	"https://identifiers.org/orphanet:1175"	
"ORPHA:1177"	"Early-onset cerebellar ataxia with retained tendon reflexes"	"orphanet"	"https://identifiers.org/orphanet:1177"	
"ORPHA:1178"	"Ataxia-tapetoretinal degeneration syndrome"	"orphanet"	"https://identifiers.org/orphanet:1178"	
"ORPHA:1179"	"Benign paroxysmal tonic upgaze of childhood with ataxia"	"orphanet"	"https://identifiers.org/orphanet:1179"	
"ORPHA:118"	"Beta-mannosidosis"	"orphanet"	"https://identifiers.org/orphanet:118"	
"ORPHA:1180"	"Ataxia-hypogonadism-choroidal dystrophy syndrome"	"orphanet"	"https://identifiers.org/orphanet:1180"	
"ORPHA:1182"	"Spastic ataxia with congenital miosis"	"orphanet"	"https://identifiers.org/orphanet:1182"	
"ORPHA:1184"	"Ataxia-photosensitivity-short stature syndrome"	"orphanet"	"https://identifiers.org/orphanet:1184"	
"ORPHA:1185"	"Spinocerebellar ataxia-dysmorphism syndrome"	"orphanet"	"https://identifiers.org/orphanet:1185"	
"ORPHA:1186"	"Infantile onset spinocerebellar ataxia"	"orphanet"	"https://identifiers.org/orphanet:1186"	
"ORPHA:1187"	"Lethal ataxia with deafness and optic atrophy"	"orphanet"	"https://identifiers.org/orphanet:1187"	
"ORPHA:1188"	"Ataxia-deafness-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:1188"	
"ORPHA:1192"	"Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome"	"orphanet"	"https://identifiers.org/orphanet:1192"	
"ORPHA:1193"	"Atkin-Flaitz syndrome"	"orphanet"	"https://identifiers.org/orphanet:1193"	
"ORPHA:1194"	"TMEM70-related mitochondrial encephalo-cardio-myopathy"	"orphanet"	"https://identifiers.org/orphanet:1194"	
"ORPHA:1195"	"Congenital atransferrinemia"	"orphanet"	"https://identifiers.org/orphanet:1195"	
"ORPHA:1198"	"Colonic atresia"	"orphanet"	"https://identifiers.org/orphanet:1198"	
"ORPHA:1200"	"Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome"	"orphanet"	"https://identifiers.org/orphanet:1200"	
"ORPHA:1202"	"Larynx atresia"	"orphanet"	"https://identifiers.org/orphanet:1202"	
"ORPHA:1203"	"Duodenal atresia"	"orphanet"	"https://identifiers.org/orphanet:1203"	
"ORPHA:1208"	"Pulmonary atresia-intact ventricular septum syndrome"	"orphanet"	"https://identifiers.org/orphanet:1208"	
"ORPHA:1214"	"Progressive hemifacial atrophy"	"orphanet"	"https://identifiers.org/orphanet:1214"	
"ORPHA:1215"	"Autosomal dominant optic atrophy plus syndrome"	"orphanet"	"https://identifiers.org/orphanet:1215"	
"ORPHA:1216"	"Autosomal dominant congenital benign spinal muscular atrophy"	"orphanet"	"https://identifiers.org/orphanet:1216"	
"ORPHA:122"	"Birt-Hogg-Dubé syndrome"	"orphanet"	"https://identifiers.org/orphanet:122"	
"ORPHA:1221"	"Cheilitis glandularis"	"orphanet"	"https://identifiers.org/orphanet:1221"	
"ORPHA:1225"	"Baller-Gerold syndrome"	"orphanet"	"https://identifiers.org/orphanet:1225"	
"ORPHA:1226"	"Bamforth-Lazarus syndrome"	"orphanet"	"https://identifiers.org/orphanet:1226"	
"ORPHA:1227"	"Bangstad syndrome"	"orphanet"	"https://identifiers.org/orphanet:1227"	
"ORPHA:1228"	"Banki syndrome"	"orphanet"	"https://identifiers.org/orphanet:1228"	
"ORPHA:1229"	"Congenital intrauterine infection-like syndrome"	"orphanet"	"https://identifiers.org/orphanet:1229"	
"ORPHA:123"	"Björnstad syndrome"	"orphanet"	"https://identifiers.org/orphanet:123"	
"ORPHA:1231"	"Barber-Say syndrome"	"orphanet"	"https://identifiers.org/orphanet:1231"	
"ORPHA:1234"	"Bartsocas-Papas syndrome"	"orphanet"	"https://identifiers.org/orphanet:1234"	
"ORPHA:1236"	"Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome"	"orphanet"	"https://identifiers.org/orphanet:1236"	
"ORPHA:1237"	"Beemer-Ertbruggen syndrome"	"orphanet"	"https://identifiers.org/orphanet:1237"	
"ORPHA:124"	"Blackfan-Diamond anemia"	"orphanet"	"https://identifiers.org/orphanet:124"	
"ORPHA:1240"	"Metaphyseal acroscyphodysplasia"	"orphanet"	"https://identifiers.org/orphanet:1240"	
"ORPHA:1241"	"Bencze syndrome"	"orphanet"	"https://identifiers.org/orphanet:1241"	
"ORPHA:1243"	"Best vitelliform macular dystrophy"	"orphanet"	"https://identifiers.org/orphanet:1243"	
"ORPHA:1248"	"Maxillonasal dysplasia"	"orphanet"	"https://identifiers.org/orphanet:1248"	
"ORPHA:125"	"Bloom syndrome"	"orphanet"	"https://identifiers.org/orphanet:125"	
"ORPHA:1252"	"Blepharonasofacial malformation syndrome"	"orphanet"	"https://identifiers.org/orphanet:1252"	
"ORPHA:1253"	"Ascher syndrome"	"orphanet"	"https://identifiers.org/orphanet:1253"	
"ORPHA:1259"	"Blepharoptosis-myopia-ectopia lentis syndrome"	"orphanet"	"https://identifiers.org/orphanet:1259"	
"ORPHA:126"	"Blepharophimosis-epicanthus inversus-ptosis syndrome"	"orphanet"	"https://identifiers.org/orphanet:126"	
"ORPHA:1261"	"Bonnemann-Meinecke-Reich syndrome"	"orphanet"	"https://identifiers.org/orphanet:1261"	
"ORPHA:1262"	"Böök syndrome"	"orphanet"	"https://identifiers.org/orphanet:1262"	
"ORPHA:1263"	"Boomerang dysplasia"	"orphanet"	"https://identifiers.org/orphanet:1263"	
"ORPHA:1264"	"Tricho-retino-dento-digital syndrome"	"orphanet"	"https://identifiers.org/orphanet:1264"	
"ORPHA:1267"	"Botulism"	"orphanet"	"https://identifiers.org/orphanet:1267"	
"ORPHA:127"	"Borjeson-Forssman-Lehmann syndrome"	"orphanet"	"https://identifiers.org/orphanet:127"	
"ORPHA:1270"	"Bowen-Conradi syndrome"	"orphanet"	"https://identifiers.org/orphanet:1270"	
"ORPHA:1275"	"Brachydactyly-elbow wrist dysplasia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1275"	
"ORPHA:1276"	"Brachydactyly-arterial hypertension syndrome"	"orphanet"	"https://identifiers.org/orphanet:1276"	
"ORPHA:1277"	"Brachydactyly-mesomelia-intellectual disability-heart defects syndrome"	"orphanet"	"https://identifiers.org/orphanet:1277"	
"ORPHA:1278"	"Brachydactyly-preaxial hallux varus syndrome"	"orphanet"	"https://identifiers.org/orphanet:1278"	
"ORPHA:129"	"Pseudopelade of Brocq"	"orphanet"	"https://identifiers.org/orphanet:129"	
"ORPHA:1292"	"Brachymorphism-onychodysplasia-dysphalangism syndrome"	"orphanet"	"https://identifiers.org/orphanet:1292"	
"ORPHA:1293"	"Brachyolmia"	"orphanet"	"https://identifiers.org/orphanet:1293"	
"ORPHA:1295"	"Brachytelephalangy-dysmorphism-Kallmann syndrome"	"orphanet"	"https://identifiers.org/orphanet:1295"	
"ORPHA:1296"	"Lambert syndrome"	"orphanet"	"https://identifiers.org/orphanet:1296"	
"ORPHA:1297"	"Branchio-oculo-facial syndrome"	"orphanet"	"https://identifiers.org/orphanet:1297"	
"ORPHA:1299"	"Branchioskeletogenital syndrome"	"orphanet"	"https://identifiers.org/orphanet:1299"	
"ORPHA:13"	"6-pyruvoyl-tetrahydropterin synthase deficiency"	"orphanet"	"https://identifiers.org/orphanet:13"	
"ORPHA:1300"	"Autosomal dominant popliteal pterygium syndrome"	"orphanet"	"https://identifiers.org/orphanet:1300"	
"ORPHA:1305"	"Feingold syndrome"	"orphanet"	"https://identifiers.org/orphanet:1305"	
"ORPHA:1306"	"Buschke-Ollendorff syndrome"	"orphanet"	"https://identifiers.org/orphanet:1306"	
"ORPHA:1307"	"Distal limb deficiencies-micrognathia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1307"	
"ORPHA:1308"	"C syndrome"	"orphanet"	"https://identifiers.org/orphanet:1308"	
"ORPHA:1309"	"Medullary sponge kidney"	"orphanet"	"https://identifiers.org/orphanet:1309"	
"ORPHA:131"	"Budd-Chiari syndrome"	"orphanet"	"https://identifiers.org/orphanet:131"	
"ORPHA:1310"	"Caffey disease"	"orphanet"	"https://identifiers.org/orphanet:1310"	
"ORPHA:1313"	"Infantile choroidocerebral calcification syndrome"	"orphanet"	"https://identifiers.org/orphanet:1313"	
"ORPHA:1314"	"Symmetrical thalamic calcifications"	"orphanet"	"https://identifiers.org/orphanet:1314"	
"ORPHA:1318"	"Campomelia, Cumming type"	"orphanet"	"https://identifiers.org/orphanet:1318"	
"ORPHA:1319"	"Camptobrachydactyly"	"orphanet"	"https://identifiers.org/orphanet:1319"	
"ORPHA:1321"	"Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome"	"orphanet"	"https://identifiers.org/orphanet:1321"	
"ORPHA:1323"	"Camptodactyly-joint contractures-facial skeletal defects syndrome"	"orphanet"	"https://identifiers.org/orphanet:1323"	
"ORPHA:1325"	"Camptodactyly-taurinuria syndrome"	"orphanet"	"https://identifiers.org/orphanet:1325"	
"ORPHA:1326"	"Camptodactyly syndrome, Guadalajara type 2"	"orphanet"	"https://identifiers.org/orphanet:1326"	
"ORPHA:1327"	"Camptodactyly syndrome, Guadalajara type 1"	"orphanet"	"https://identifiers.org/orphanet:1327"	
"ORPHA:1328"	"Camurati-Engelmann disease"	"orphanet"	"https://identifiers.org/orphanet:1328"	
"ORPHA:1329"	"Complete atrioventricular canal"	"orphanet"	"https://identifiers.org/orphanet:1329"	
"ORPHA:1332"	"Medullary thyroid carcinoma"	"orphanet"	"https://identifiers.org/orphanet:1332"	
